,artist,year,song,genre,duration_min,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1469,Selena Gomez,2014,The Heart Wants What It Wants,pop,3.79,58,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066
1470,Rita Ora,2014,I Will Never Let You Down,"hip hop, pop, Dance/Electronic",3.39,65,0.753,0.801,4,-3.215,1,0.0296,0.403,0.0,0.128,0.794,128.011
1471,5 Seconds of Summer,2014,She Looks So Perfect,pop,3.37,74,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025
1472,The Script,2014,Superheroes,"pop, rock",4.09,74,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996
1473,Taylor Swift,2014,Shake It Off,pop,3.65,79,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078
1474,One Direction,2014,Night Changes,pop,3.78,83,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001
1475,Ed Sheeran,2014,Sing,pop,3.92,69,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988
1476,Alesso,2014,Heroes (we could be),"pop, Dance/Electronic",3.5,52,0.521,0.754,5,-4.144,1,0.0634,0.0373,0.0,0.239,0.352,125.876
1477,Tiësto,2014,Wasted,"pop, Dance/Electronic",3.14,0,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028
1478,G.R.L.,2014,Ugly Heart,pop,3.31,64,0.65,0.786,9,-5.488,1,0.0463,0.019,0.0,0.323,0.446,124.96
1479,Coldplay,2014,A Sky Full of Stars,"rock, pop",4.46,80,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97
1480,Clean Bandit,2014,Rather Be (feat. Jess Glynne),"pop, Dance/Electronic",3.8,72,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97
1481,Zedd,2014,Stay The Night - Featuring Hayley Williams Of Paramore,"hip hop, pop, Dance/Electronic",3.62,63,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961
1482,Sia,2014,Elastic Heart,pop,4.29,70,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075
1483,One Direction,2013,Story of My Life,pop,4.09,81,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07
1484,Alex & Sierra,2014,Little Do You Know,pop,3.09,75,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879
1485,Omarion,2014,Post to Be (feat. Chris Brown & Jhene Aiko),"hip hop, pop, R&B",3.78,55,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448
1486,Echosmith,2013,Cool Kids,pop,3.96,71,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027
1487,Natalie La Rose,2014,Somebody,set(),3.17,66,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99
1488,Vance Joy,2014,Riptide,"rock, pop",3.4,80,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654
1489,Beyoncé,2014,Drunk in Love (feat. Jay-Z),"pop, R&B",5.39,70,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03
1490,Maroon 5,2014,Sugar,pop,3.92,0,0.744,0.783,1,-7.077,1,0.0337,0.0553,0.0,0.086,0.885,120.042
1491,Ella Henderson,2014,Ghost,"pop, Dance/Electronic",3.55,63,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975
1492,Ed Sheeran,2013,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",pop,5.01,71,0.581,0.0549,10,-20.514,0,0.0397,0.559,0.0,0.0718,0.234,152.037
1493,Chris Brown,2014,New Flame (feat. Usher & Rick Ross),"hip hop, pop, R&B",4.07,67,0.702,0.629,1,-4.292,1,0.041,0.0506,0.0,0.0963,0.446,141.967
1494,Sheppard,2014,Geronimo,"pop, rock, Dance/Electronic",3.64,0,0.707,0.771,7,-6.275,1,0.0783,0.434,0.0013,0.115,0.437,142.016
1495,Olly Murs,2014,Wrapped Up (feat. Travie McCoy),"pop, Dance/Electronic",3.09,0,0.787,0.848,1,-4.696,1,0.0549,0.0915,0.0,0.15,0.947,121.989
1496,Sam Smith,2014,Money On My Mind,pop,3.21,62,0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,133.912
1497,Jason Derulo,2013,Trumpets,"hip hop, pop",3.62,53,0.627,0.703,0,-4.884,1,0.236,0.563,0.0,0.0962,0.64,81.897
1498,Nicki Minaj,2014,Bed Of Lies,"hip hop, pop",4.5,53,0.716,0.67,11,-5.779,1,0.194,0.251,0.0,0.109,0.124,86.01
1499,Nick Jonas,2014,Jealous - Remix,pop,3.7,0,0.685,0.709,11,-3.578,0,0.0748,0.0132,0.0,0.452,0.504,93.047
1500,Mark Ronson,2015,Uptown Funk (feat. Bruno Mars),pop,4.49,82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988
1501,Ed Sheeran,2014,Thinking out Loud,pop,4.69,81,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998
1502,Wiz Khalifa,2015,See You Again (feat. Charlie Puth),"hip hop, pop",3.83,81,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
1503,Justin Bieber,2015,What Do You Mean?,pop,3.43,77,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02
1504,Major Lazer,2015,Lean On (feat. MØ & DJ Snake),"hip hop, pop, Dance/Electronic",2.94,73,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007
1505,The Weeknd,2014,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","pop, R&B",4.2,76,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844
1506,Ellie Goulding,2015,"Love Me Like You Do - From ""Fifty Shades Of Grey""","pop, rock, Dance/Electronic",4.21,78,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857
1507,Calvin Harris,2014,Outside (feat. Ellie Goulding),"hip hop, pop, Dance/Electronic",3.79,78,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035
1508,David Guetta,2014,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","hip hop, pop, Dance/Electronic",3.21,75,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979
1509,Demi Lovato,2015,Cool for the Summer,pop,3.58,0,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101
1510,Taylor Swift,2014,Blank Space,pop,3.86,82,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997
1511,The Weeknd,2015,The Hills,"pop, R&B",4.04,84,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003
1512,The Neighbourhood,2015,Daddy Issues,"rock, pop",4.34,85,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012
1513,Deorro,2015,Five More Hours,"pop, Dance/Electronic",3.53,66,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961
1514,Avicii,2014,The Nights,"pop, Dance/Electronic",2.94,85,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
1516,Adam Lambert,2015,Ghost Town,pop,3.47,46,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955
1517,Rae Sremmurd,2015,No Type,"hip hop, pop",3.33,71,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01
1518,Taylor Swift,2015,Bad Blood,pop,3.34,70,0.654,0.655,11,-7.388,0,0.106,0.0294,0.0,0.139,0.221,170.16
1519,Flo Rida,2015,GDFR (feat. Sage the Gemini & Lookas),"hip hop, pop",3.17,49,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889
1520,Robin Schulz,2015,Sugar (feat. Francesco Yates),"pop, Dance/Electronic",3.65,76,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063
1521,Calvin Harris,2015,How Deep Is Your Love,"hip hop, pop, Dance/Electronic",3.54,76,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003
1522,Philip George,2014,Wish You Were Mine - Radio Edit,"pop, Dance/Electronic",2.96,65,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002
1524,Fall Out Boy,2015,Centuries,rock,3.81,80,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042
1525,Rob $tone,2016,Chill Bill (feat. J. Davi$ & Spooks),hip hop,2.95,76,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034
1526,Lost Frequencies,2014,Are You With Me - Radio Edit,"pop, Dance/Electronic",2.31,33,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03
1527,Twenty One Pilots,2015,Stressed Out,rock,3.37,83,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
1528,Fifth Harmony,2015,Worth It (feat. Kid Ink),pop,3.74,73,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987
1529,KALEO,2015,Way down We Go,"rock, classical",3.66,63,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663
1530,Sam Smith,2014,Like I Can,pop,2.78,79,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933
1531,Major Lazer,2015,Light It Up (feat. Nyla & Fuse ODG) - Remix,"hip hop, pop, Dance/Electronic",2.77,49,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985
1532,Martin Solveig,2015,Intoxicated - New Radio Mix,"pop, Dance/Electronic",2.66,48,0.8,0.677,0,-4.023,1,0.0393,0.00563,0.00409,0.0838,0.547,125.004
1533,Avicii,2015,Waiting For Love,"pop, Dance/Electronic",3.84,79,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999
1534,Felix Jaehn,2018,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"hip hop, pop, Dance/Electronic",3.1,72,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971
1535,Taylor Swift,2014,Wildest Dreams,pop,3.67,78,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06
1536,The Weeknd,2015,In The Night,"pop, R&B",3.93,0,0.48,0.682,7,-4.94,1,0.13,0.0696,0.0,0.0463,0.506,167.939
1537,Pitbull,2014,Time of Our Lives,"hip hop, pop, latin",3.82,80,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022
1538,Galantis,2015,Runaway (U & I),"pop, Dance/Electronic",3.78,74,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008
1539,Rihanna,2015,Bitch Better Have My Money,"hip hop, pop, R&B",3.66,73,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99
1540,Zara Larsson,2015,Lush Life,"pop, Dance/Electronic",3.37,0,0.658,0.741,7,-2.86,0,0.0536,0.141,0.0,0.189,0.789,98.024
1541,One Direction,2015,Drag Me Down,pop,3.2,79,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113
1542,Travis Scott,2015,Antidote,"hip hop, Dance/Electronic",4.38,73,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05
1543,Years & Years,2015,King,"pop, Dance/Electronic",3.59,0,0.559,0.848,4,-4.125,0,0.0388,0.0665,0.0,0.382,0.466,119.977
1544,Demi Lovato,2015,Confident,pop,3.43,64,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064
1545,Lemaitre,2017,Closer,pop,4.51,59,0.583,0.785,2,-3.991,0,0.0337,0.0012,0.0127,0.124,0.355,91.977
1546,Selena Gomez,2015,Same Old Love,pop,3.82,69,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02
1547,Pia Mia,2015,Do It Again,"pop, R&B",3.46,72,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,95.95
1548,Flo Rida,2015,My House,"hip hop, pop",3.2,76,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006
1549,Silentó,2015,Watch Me (Whip / Nae Nae),hip hop,3.09,0,0.819,0.768,8,-8.522,1,0.134,0.234,0.0,0.334,0.964,139.982
1550,Chris Brown,2015,Ayo,"hip hop, pop, R&B",3.75,71,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031
1551,The Strumbellas,2016,Spirits,"rock, Folk/Acoustic, pop",3.39,71,0.556,0.658,0,-6.075,1,0.0265,0.164,0.0,0.113,0.787,80.529
1552,Fetty Wap,2015,Trap Queen,"hip hop, pop",3.7,68,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075
1554,Beyoncé,2014,7/11,"pop, R&B",3.56,69,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024
1555,Lana Del Rey,2015,High By The Beach,pop,4.29,67,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988
1556,Zara Larsson,2017,Never Forget You,"pop, Dance/Electronic",3.56,73,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
1557,Jeremih,2015,oui,"hip hop, pop, R&B",3.97,77,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521
1558,Drake,2016,Hotline Bling,"hip hop, pop, R&B",4.45,77,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966
1559,Selena Gomez,2015,Kill Em With Kindness,pop,3.63,64,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012
1560,Birdy,2015,Let It All Go,pop,4.68,68,0.383,0.43,10,-8.644,1,0.0302,0.817,1.04e-06,0.0869,0.174,107.005
1561,Fetty Wap,2015,679 (feat. Remy Boyz),"hip hop, pop",3.28,74,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05
1563,The Weeknd,2015,Can't Feel My Face,"pop, R&B",3.56,79,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949
1564,SAYGRACE,2015,You Don't Own Me (feat. G-Eazy),"pop, R&B",3.32,55,0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.0575,0.294,186.394
1565,X Ambassadors,2015,Renegades,"hip hop, rock, pop",3.25,75,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052
1566,R. City,2015,Locked Away (feat. Adam Levine),pop,3.79,77,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413
1567,Kygo,2016,Stole the Show,"pop, Dance/Electronic",3.72,74,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034
1568,Tame Impala,2015,The Less I Know The Better,metal,3.61,83,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879
1569,Selena Gomez,2015,Good For You,pop,3.69,0,0.6,0.676,5,-6.447,0,0.0652,0.154,0.0,0.0741,0.217,88.928
1570,Fetty Wap,2015,My Way (feat. Monty),"hip hop, pop",3.55,55,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077
1571,Hozier,2014,Take Me To Church,"Folk/Acoustic, pop",4.03,81,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945
1572,Taylor Swift,2014,Style,pop,3.85,77,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933
1573,Alessia Cara,2015,Here,"pop, R&B",3.32,0,0.379,0.799,0,-4.031,1,0.163,0.0804,0.0,0.0793,0.359,120.892
1574,Sam Smith,2015,"Writing's On The Wall - From ""Spectre"" Soundtrack",pop,4.65,66,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418
1575,David Guetta,2015,Bang My Head (feat. Sia & Fetty Wap),"hip hop, pop, Dance/Electronic",3.22,47,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061
1576,Meek Mill,2015,All Eyes on You (feat. Chris Brown & Nicki Minaj),"hip hop, pop",3.73,68,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521
1577,Big Sean,2015,I Don't Fuck With You,"hip hop, pop",4.74,75,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972
1578,Kygo,2016,Firestone,"pop, Dance/Electronic",4.53,76,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927
1579,Drake,2015,Jumpman,"hip hop, pop, R&B",3.43,0,0.853,0.558,1,-7.448,1,0.202,0.0462,0.0,0.341,0.654,142.079
1580,Petit Biscuit,2015,Sunset Lover,Dance/Electronic,3.96,71,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838
1581,Shawn Mendes,2015,Stitches,pop,3.45,78,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882
1582,Flo Rida,2015,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","hip hop, pop",3.74,67,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004
1583,Selena Gomez,2014,The Heart Wants What It Wants,pop,3.79,64,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066
1584,Jack Ü,2015,Where Are Ü Now (with Justin Bieber),"pop, Dance/Electronic",4.17,74,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432
1585,Ellie Goulding,2015,On My Mind,"pop, rock, Dance/Electronic",3.56,0,0.699,0.688,2,-6.607,0,0.0522,0.264,4.11e-06,0.0863,0.742,154.943
1586,Bryson Tiller,2015,Don't,"hip hop, pop, R&B",3.3,78,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991
1587,Rich Homie Quan,2015,"Flex (Ooh, Ooh, Ooh)","hip hop, pop",2.94,1,0.676,0.615,6,-7.534,0,0.0496,0.0384,0.0,0.341,0.883,163.993
1588,Joel Adams,2015,Please Don't Go,R&B,3.51,71,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264
1589,Zedd,2015,I Want You To Know,"hip hop, pop, Dance/Electronic",3.98,0,0.561,0.877,9,-2.215,0,0.0659,0.00621,8.11e-06,0.28,0.375,130.003
1590,Jonas Blue,2015,Fast Car,"pop, Dance/Electronic",3.54,67,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,113.945
1591,BØRNS,2015,Electric Love,"rock, pop",3.64,0,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063
1592,Sigala,2018,Easy Love,"pop, Dance/Electronic",3.83,66,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976
1593,Justin Bieber,2015,Sorry,pop,3.35,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
1594,Ariana Grande,2014,One Last Time,pop,3.29,79,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026
1595,Little Mix,2015,Black Magic,pop,3.53,1,0.777,0.896,4,-4.467,1,0.0619,0.0352,0.0,0.317,0.843,111.987
1596,One Direction,2015,Perfect,pop,3.84,77,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933
1597,Years & Years,2015,Shine,"pop, Dance/Electronic",4.26,55,0.667,0.716,1,-5.21,0,0.0349,0.189,0.0,0.104,0.493,108.002
1598,Meghan Trainor,2015,Lips Are Movin,pop,3.04,70,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091
1599,Nicky Jam,2017,El Perdón - Forgiveness,latin,3.44,51,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013
1600,The Weeknd,2016,Starboy,"pop, R&B",3.84,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054
1601,Drake,2016,One Dance,"hip hop, pop, R&B",2.9,84,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967
1602,Justin Bieber,2015,Love Yourself,pop,3.9,0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418
1603,The Chainsmokers,2016,Closer,"pop, Dance/Electronic",4.08,83,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01
1604,Adele,2015,Hello,"pop, R&B",4.93,1,0.471,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98
1605,Desiigner,2016,Panda,"hip hop, pop",4.11,70,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833
1606,Burak Yeter,2016,Tuesday (feat. Danelle Sandoval),Dance/Electronic,4.03,72,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002
1607,Sia,2016,Cheap Thrills (feat. Sean Paul),pop,3.75,67,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972
1608,OneRepublic,2016,Wherever I Go,pop,2.83,70,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961
1609,Rihanna,2016,Work,"hip hop, pop, R&B",3.66,75,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974
1610,Coldplay,2015,Hymn for the Weekend,"rock, pop",4.3,82,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027
1612,Justin Timberlake,2016,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",pop,3.93,76,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03
1613,WILLOW,2015,Wait a Minute!,"pop, R&B, Dance/Electronic",3.28,86,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
1614,Desiigner,2016,Tiimmy Turner,"hip hop, pop",4.0,67,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803
1615,G-Eazy,2015,"Me, Myself & I","hip hop, pop",4.19,77,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995
1616,David Guetta,2016,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),"hip hop, pop, Dance/Electronic",3.45,68,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169
1617,Astrid S,2016,Hurts So Good,"rock, pop, Dance/Electronic",3.48,0,0.672,0.589,7,-5.008,0,0.049,0.082,0.0,0.0962,0.379,120.036
1618,Lil Wayne,2016,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","hip hop, pop",4.06,75,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021
1619,Twenty One Pilots,2016,Heathens,rock,3.27,80,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
1620,Future,2016,Low Life (feat. The Weeknd),"hip hop, pop",5.23,74,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961
1621,Galantis,2016,No Money,"pop, Dance/Electronic",3.15,67,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01
1622,The Chainsmokers,2016,Don't Let Me Down,"pop, Dance/Electronic",3.47,79,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803
1623,Tinie Tempah,2016,Girls Like (feat. Zara Larsson),"hip hop, pop, Dance/Electronic",3.27,62,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028
1624,Alok,2016,Hear Me Now,"pop, Dance/Electronic",3.21,51,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996
1625,Jon Bellion,2016,All Time Low,"hip hop, pop",3.63,70,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246
1626,Cheat Codes,2016,Sex,"pop, Dance/Electronic",3.81,0,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42
1627,Meghan Trainor,2017,NO,pop,3.56,69,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134
1628,Dua Lipa,2017,Hotter Than Hell,pop,3.13,65,0.532,0.868,3,-4.23,0,0.0908,0.011,0.0,0.0584,0.529,110.127
1629,Martin Garrix,2016,In the Name of Love,"pop, Dance/Electronic",3.26,76,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99
1630,Alan Walker,2018,Faded,Dance/Electronic,3.54,78,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642
1631,Tove Lo,2016,Cool Girl,"pop, Dance/Electronic",3.3,0,0.674,0.71,9,-7.042,0,0.111,0.343,6.71e-06,0.129,0.234,101.983
1632,DJ Snake,2016,Let Me Love You,"hip hop, pop, Dance/Electronic",3.43,81,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
1633,Calvin Harris,2016,This Is What You Came For (feat. Rihanna),"hip hop, pop, Dance/Electronic",3.7,79,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
1634,Mike Posner,2016,I Took A Pill In Ibiza - Seeb Remix,"hip hop, pop, Dance/Electronic",3.3,77,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969
1635,Kevin Gates,2016,2 Phones,"hip hop, pop",4.0,69,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918
1636,Rihanna,2016,Needed Me,"hip hop, pop, R&B",3.19,80,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898
1637,Ariana Grande,2016,Side To Side,pop,3.77,0,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145
1638,Marshmello,2016,Alone,"pop, Dance/Electronic",4.56,71,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99
1639,Shawn Mendes,2015,I Know What You Did Last Summer,pop,3.73,73,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939
1641,Calvin Harris,2016,My Way,"hip hop, pop, Dance/Electronic",3.65,74,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986
1642,Fitz and The Tantrums,2016,HandClap,"pop, rock",3.22,64,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956
1643,Twenty One Pilots,2015,Ride,rock,3.58,80,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989
